H C P S F
H C P S Cl
H C P S Br
H C P S I
H C P S F
H C P Se F
H C P Se Cl
H C P Se Br
H C P Se I
H C P Se F
H C P F Cl
H C P F Br
H C P F I
H C P F F
H C O S Se
H C O S F
H C O S Cl
H C O S Br
H C O S I
H C O S F
H C O Se F
H C O Se Cl
H C O Se Br
H C O Se I
H C O Se F
H C O F Cl
H C O F Br
H C O F I
H C O F F
H C S Se F
H C S Se Cl
H C S Se Br
H C S Se I
H C S Se F
H C S F Cl
H C S F Br
H C S F I
H C S F F
H C Se F Cl
H C Se F Br
H C Se F I
H C Se F F
H N P O S
H N P O Se
H N P O F
H N P O Cl
H N P O Br
H N P O I
H N P O F
H N P S Se
H N P S F
H N P S Cl
H N P S Br
H N P S I
H N P S F
H N P Se F
H N P Se Cl
H N P Se Br
H N P Se I
H N P Se F
H N P F Cl
H N P F Br
H N P F I
H N P F F
H N O S Se
H N O S F
H N O S Cl
H N O S Br
H N O S I
H N O S F
H N O Se F
H N O Se Cl
H N O Se Br
H N O Se I
H N O Se F
H N O F Cl
H N O F Br
H N O F I
H N O F F
H N S Se F
H N S Se Cl
H N S Se Br
H N S Se I
H N S Se F
H N S F Cl
H N S F Br
H N S F I
H N S F F
H N Se F Cl
H N Se F Br
H N Se F I
H N Se F F
H P O S Se
H P O S F
H P O S Cl
H P O S Br
H P O S I
H P O S F
H P O Se F
H P O Se Cl
H P O Se Br
H P O Se I
H P O Se F
H P O F Cl
H P O F Br
H P O F I
H P O F F
H P S Se F
H P S Se Cl
H P S Se Br
H P S Se I
H P S Se F
H P S F Cl
H P S F Br
H P S F I
H P S F F
H P Se F Cl
H P Se F Br
H P Se F I
H P Se F F
H O S Se F
H O S Se Cl
H O S Se Br
H O S Se I
H O S Se F
H O S F Cl
H O S F Br
H O S F I
H O S F F
H O Se F Cl
H O Se F Br
H O Se F I
H O Se F F
H S Se F Cl
H S Se F Br
H S Se F I
H S Se F F
B C N P O
B C N P S
B C N P Se
B C N P F
B C N P Cl
B C N P Br
B C N P I
B C N P F
B C N O S
B C N O Se
B C N O F
B C N O Cl
B C N O Br
B C N O I
B C N O F
B C N S Se
B C N S F
B C N S Cl
B C N S Br
B C N S I
B C N S F
B C N Se F
B C N Se Cl
B C N Se Br
B C N Se I
B C N Se F
B C N F Cl
B C N F Br
B C N F I
B C N F F
B C P O S
B C P O Se
B C P O F
B C P O Cl
B C P O Br
B C P O I
B C P O F
B C P S Se
B C P S F
B C P S Cl
B C P S Br
B C P S I
B C P S F
B C P Se F
B C P Se Cl
B C P Se Br
B C P Se I
B C P Se F
B C P F Cl
B C P F Br
B C P F I
B C P F F
B C O S Se
B C O S F
B C O S Cl
B C O S Br
B C O S I
B C O S F
B C O Se F
B C O Se Cl
B C O Se Br
B C O Se I
B C O Se F
B C O F Cl
B C O F Br
B C O F I
B C O F F
B C S Se F
B C S Se Cl
B C S Se Br
B C S Se I
B C S Se F
B C S F Cl
B C S F Br
B C S F I
B C S F F
B C Se F Cl
B C Se F Br
B C Se F I
B C Se F F
B N P O S
B N P O Se
B N P O F
B N P O Cl
B N P O Br
B N P O I
B N P O F
B N P S Se
B N P S F
B N P S Cl
B N P S Br
B N P S I
B N P S F
B N P Se F
B N P Se Cl
B N P Se Br
B N P Se I
B N P Se F
B N P F Cl
B N P F Br
B N P F I
B N P F F
B N O S Se
B N O S F
B N O S Cl
B N O S Br
B N O S I
B N O S F
B N O Se F
B N O Se Cl
B N O Se Br
B N O Se I
B N O Se F
B N O F Cl
B N O F Br
B N O F I
B N O F F
B N S Se F
B N S Se Cl
B N S Se Br
B N S Se I
B N S Se F
B N S F Cl
B N S F Br
B N S F I
B N S F F
B N Se F Cl
B N Se F Br
B N Se F I
B N Se F F
B P O S Se
B P O S F
B P O S Cl
B P O S Br
B P O S I
B P O S F
B P O Se F
B P O Se Cl
B P O Se Br
B P O Se I
B P O Se F
B P O F Cl
B P O F Br
B P O F I
B P O F F
B P S Se F
B P S Se Cl
B P S Se Br
B P S Se I
B P S Se F
B P S F Cl
B P S F Br
B P S F I
B P S F F
B P Se F Cl
B P Se F Br
B P Se F I
B P Se F F
B O S Se F
B O S Se Cl
B O S Se Br
B O S Se I
B O S Se F
B O S F Cl
B O S F Br
B O S F I
B O S F F
B O Se F Cl
B O Se F Br
B O Se F I
B O Se F F
B S Se F Cl
B S Se F Br
B S Se F I
B S Se F F
C N P O S
C N P O Se
C N P O F
C N P O Cl
C N P O Br
C N P O I
C N P O F
C N P S Se
C N P S F
C N P S Cl
C N P S Br
C N P S I
C N P S F
C N P Se F
C N P Se Cl
C N P Se Br
C N P Se I
C N P Se F
C N P F Cl
C N P F Br
C N P F I
C N P F F
C N O S Se
C N O S F
C N O S Cl
C N O S Br
C N O S I
C N O S F
C N O Se F
C N O Se Cl
C N O Se Br
C N O Se I
C N O Se F
C N O F Cl
C N O F Br
C N O F I
C N O F F
C N S Se F
C N S Se Cl
C N S Se Br
C N S Se I
C N S Se F
C N S F Cl
C N S F Br
C N S F I
C N S F F
C N Se F Cl
C N Se F Br
C N Se F I
C N Se F F
C P O S Se
C P O S F
C P O S Cl
C P O S Br
C P O S I
C P O S F
C P O Se F
C P O Se Cl
C P O Se Br
C P O Se I
C P O Se F
C P O F Cl
C P O F Br
C P O F I
C P O F F
C P S Se F
C P S Se Cl
C P S Se Br
C P S Se I
C P S Se F
C P S F Cl
C P S F Br
C P S F I
C P S F F
C P Se F Cl
C P Se F Br
C P Se F I
C P Se F F
C O S Se F
C O S Se Cl
C O S Se Br
C O S Se I
C O S Se F
C O S F Cl
C O S F Br
C O S F I
C O S F F
C O Se F Cl
C O Se F Br
C O Se F I
C O Se F F
C S Se F Cl
C S Se F Br
C S Se F I
C S Se F F
N P O S Se
N P O S F
N P O S Cl
N P O S Br
N P O S I
N P O S F
N P O Se F
N P O Se Cl
N P O Se Br
N P O Se I
N P O Se F
N P O F Cl
N P O F Br
N P O F I
N P O F F
N P S Se F
N P S Se Cl
N P S Se Br
N P S Se I
N P S Se F
N P S F Cl
N P S F Br
N P S F I
N P S F F
N P Se F Cl
N P Se F Br
N P Se F I
N P Se F F
N O S Se F
N O S Se Cl
N O S Se Br
N O S Se I
N O S Se F
N O S F Cl
N O S F Br
N O S F I
N O S F F
N O Se F Cl
N O Se F Br
N O Se F I
N O Se F F
N S Se F Cl
N S Se F Br
N S Se F I
N S Se F F
P O S Se F
P O S Se Cl
P O S Se Br
P O S Se I
P O S Se F
P O S F Cl
P O S F Br
P O S F I
P O S F F
P O Se F Cl
P O Se F Br
P O Se F I
P O Se F F
P S Se F Cl
P S Se F Br
P S Se F I
P S Se F F
O S Se F Cl
O S Se F Br
O S Se F I
O S Se F F
